  x d=-0.01  y d=-0.01  x d=-0.03  y d=-0.03  x d=-0.06  y d=-0.06  x d=-0.09  y d=-0.09  x d=-0.12  y d=-0.12  x d=-0.15  y d=-0.15  x d=-0.18  y d=-0.18
   2.29784    5.67308    2.28558    5.68889    2.26719    5.71259    2.24880    5.73630    2.23042    5.76000    2.21203    5.78371    2.19364    5.80741
   2.30270    5.67686    2.29025    5.69251    2.27156    5.71598    2.25288    5.73945    2.23420    5.76292    2.21551    5.78639    2.19683    5.80986
   2.30752    5.68069    2.29487    5.69618    2.27589    5.71942    2.25691    5.74265    2.23794    5.76589    2.21896    5.78912    2.19998    5.81236
   2.31229    5.68459    2.29944    5.69992    2.28018    5.72291    2.26091    5.74591    2.24164    5.76890    2.22237    5.79190    2.20311    5.81489
   2.31701    5.68854    2.30397    5.70371    2.28442    5.72646    2.26486    5.74921    2.24531    5.77196    2.22575    5.79471    2.20620    5.81746
   2.32168    5.69255    2.30845    5.70756    2.28861    5.73006    2.26877    5.75256    2.24894    5.77507    2.22910    5.79757    2.20926    5.82007
   2.32630    5.69662    2.31289    5.71146    2.29276    5.73371    2.27264    5.75596    2.25252    5.77822    2.23240    5.80047    2.21228    5.82272
   2.33087    5.70075    2.31727    5.71542    2.29687    5.73742    2.27647    5.75941    2.25607    5.78141    2.23567    5.80341    2.21527    5.82541
   2.33538    5.70494    2.32160    5.71943    2.30093    5.74117    2.28025    5.76291    2.25958    5.78465    2.23891    5.80639    2.21823    5.82813
   2.33984    5.70918    2.32588    5.72350    2.30494    5.74498    2.28399    5.76646    2.26305    5.78794    2.24210    5.80941    2.22116    5.83089
   2.34425    5.71348    2.33011    5.72762    2.30890    5.74884    2.28769    5.77005    2.26647    5.79126    2.24526    5.81248    2.22405    5.83369
   2.34861    5.71783    2.33429    5.73180    2.31281    5.75274    2.29133    5.77369    2.26986    5.79463    2.24838    5.81558    2.22690    5.83652
   2.35291    5.72224    2.33841    5.73602    2.31668    5.75670    2.29494    5.77737    2.27320    5.79804    2.25146    5.81872    2.22972    5.83939
   2.35715    5.72670    2.34249    5.74030    2.32049    5.76070    2.29849    5.78110    2.27649    5.80150    2.25450    5.82190    2.23250    5.84230
   2.36134    5.73122    2.34650    5.74463    2.32425    5.76475    2.30200    5.78487    2.27975    5.80499    2.25750    5.82511    2.23524    5.84523
   2.36547    5.73579    2.35047    5.74901    2.32796    5.76885    2.30546    5.78869    2.28296    5.80853    2.26045    5.82837    2.23795    5.84821
   2.36954    5.74040    2.35437    5.75344    2.33162    5.77299    2.30887    5.79255    2.28612    5.81210    2.26337    5.83166    2.24062    5.85122
   2.37356    5.74507    2.35823    5.75792    2.33523    5.77719    2.31224    5.79645    2.28924    5.81572    2.26625    5.83499    2.24325    5.85426
   2.37751    5.74979    2.36202    5.76244    2.33879    5.78142    2.31555    5.80040    2.29232    5.81937    2.26908    5.83835    2.24585    5.85733
   2.38141    5.75456    2.36576    5.76702    2.34229    5.78570    2.31882    5.80438    2.29534    5.82307    2.27187    5.84175    2.24840    5.86043
   2.38524    5.75938    2.36944    5.77164    2.34573    5.79002    2.32203    5.80841    2.29833    5.82680    2.27462    5.84518    2.25092    5.86357
   2.38902    5.76424    2.37306    5.77630    2.34913    5.79439    2.32519    5.81248    2.30126    5.83056    2.27733    5.84865    2.25339    5.86674
   2.39273    5.76915    2.37662    5.78101    2.35247    5.79880    2.32831    5.81658    2.30415    5.83437    2.27999    5.85215    2.25583    5.86994
   2.39638    5.77411    2.38013    5.78577    2.35575    5.80325    2.33137    5.82073    2.30699    5.83821    2.28260    5.85569    2.25822    5.87317
   2.39997    5.77912    2.38357    5.79056    2.35897    5.80774    2.33437    5.82491    2.30978    5.84208    2.28518    5.85926    2.26058    5.87643
   2.40350    5.78416    2.38695    5.79541    2.36214    5.81227    2.33733    5.82913    2.31252    5.84599    2.28770    5.86286    2.26289    5.87972
   2.40696    5.78926    2.39028    5.80029    2.36525    5.81684    2.34023    5.83339    2.31521    5.84994    2.29019    5.86649    2.26516    5.88304
   2.41035    5.79439    2.39354    5.80521    2.36831    5.82145    2.34308    5.83768    2.31785    5.85392    2.29262    5.87015    2.26739    5.88638
   2.41369    5.79957    2.39673    5.81018    2.37130    5.82610    2.34587    5.84201    2.32044    5.85793    2.29501    5.87384    2.26958    5.88976
   2.41695    5.80479    2.39987    5.81519    2.37424    5.83078    2.34861    5.84637    2.32298    5.86197    2.29736    5.87756    2.27173    5.89316
   2.42016    5.81005    2.40294    5.82023    2.37712    5.83550    2.35130    5.85077    2.32547    5.86604    2.29965    5.88131    2.27383    5.89659
   2.42329    5.81535    2.40595    5.82531    2.37994    5.84026    2.35393    5.85520    2.32791    5.87015    2.30190    5.88509    2.27589    5.90004
   2.42636    5.82069    2.40889    5.83043    2.38270    5.84505    2.35650    5.85967    2.33030    5.87428    2.30410    5.88890    2.27790    5.90352
   2.42936    5.82606    2.41177    5.83559    2.38539    5.84988    2.35901    5.86416    2.33264    5.87845    2.30626    5.89274    2.27988    5.90702
   2.43229    5.83148    2.41459    5.84078    2.38803    5.85473    2.36147    5.86869    2.33492    5.88264    2.30836    5.89660    2.28180    5.91055
   2.43516    5.83693    2.41734    5.84601    2.39061    5.85963    2.36388    5.87325    2.33715    5.88687    2.31042    5.90049    2.28369    5.91411
   2.43795    5.84241    2.42002    5.85127    2.39312    5.86455    2.36622    5.87783    2.33932    5.89112    2.31242    5.90440    2.28553    5.91768
   2.44068    5.84793    2.42264    5.85656    2.39557    5.86951    2.36851    5.88245    2.34145    5.89539    2.31438    5.90834    2.28732    5.92128
   2.44334    5.85349    2.42519    5.86189    2.39796    5.87449    2.37074    5.88710    2.34352    5.89970    2.31629    5.91230    2.28907    5.92490
   2.44593    5.85908    2.42767    5.86725    2.40029    5.87951    2.37291    5.89177    2.34553    5.90403    2.31815    5.91629    2.29077    5.92855
   2.44844    5.86470    2.43009    5.87264    2.40256    5.88455    2.37502    5.89647    2.34749    5.90838    2.31996    5.92030    2.29242    5.93221
   2.45089    5.87035    2.43244    5.87806    2.40476    5.88963    2.37708    5.90119    2.34940    5.91276    2.32172    5.92433    2.29403    5.93590
   2.45326    5.87603    2.43472    5.88351    2.40689    5.89473    2.37907    5.90594    2.35125    5.91716    2.32342    5.92838    2.29560    5.93960
   2.45557    5.88174    2.43693    5.88898    2.40896    5.89985    2.38100    5.91072    2.35304    5.92159    2.32508    5.93246    2.29712    5.94333
   2.45780    5.88748    2.43907    5.89449    2.41097    5.90500    2.38287    5.91552    2.35478    5.92604    2.32668    5.93655    2.29859    5.94707
   2.45996    5.89324    2.44114    5.90002    2.41291    5.91018    2.38469    5.92034    2.35646    5.93050    2.32823    5.94067    2.30001    5.95083
   2.46204    5.89904    2.44314    5.90557    2.41479    5.91538    2.38644    5.92519    2.35809    5.93499    2.32974    5.94480    2.30138    5.95461
   2.46406    5.90486    2.44508    5.91116    2.41660    5.92061    2.38813    5.93005    2.35966    5.93950    2.33118    5.94895    2.30271    5.95840
   2.46600    5.91070    2.44694    5.91676    2.41835    5.92585    2.38976    5.93494    2.36117    5.94403    2.33258    5.95312    2.30399    5.96222
   2.46787    5.91657    2.44873    5.92239    2.42003    5.93112    2.39133    5.93985    2.36263    5.94858    2.33393    5.95731    2.30522    5.96604
   2.46966    5.92246    2.45045    5.92804    2.42164    5.93641    2.39283    5.94478    2.36403    5.95315    2.33522    5.96152    2.30641    5.96989
   2.47138    5.92837    2.45210    5.93371    2.42319    5.94172    2.39428    5.94972    2.36537    5.95773    2.33646    5.96574    2.30754    5.97374
   2.47302    5.93430    2.45368    5.93940    2.42467    5.94704    2.39566    5.95469    2.36665    5.96233    2.33764    5.96997    2.30863    5.97762
   2.47459    5.94026    2.45519    5.94511    2.42608    5.95239    2.39698    5.95967    2.36788    5.96694    2.33877    5.97422    2.30967    5.98150
   2.47608    5.94623    2.45662    5.95084    2.42743    5.95775    2.39824    5.96466    2.36904    5.97158    2.33985    5.97849    2.31066    5.98540
   2.47750    5.95222    2.45799    5.95659    2.42871    5.96313    2.39943    5.96968    2.37015    5.97622    2.34088    5.98276    2.31160    5.98931
   2.47885    5.95823    2.45928    5.96235    2.42992    5.96853    2.40056    5.97470    2.37120    5.98088    2.34185    5.98705    2.31249    5.99323
   2.48012    5.96426    2.46049    5.96813    2.43106    5.97394    2.40163    5.97974    2.37220    5.98555    2.34276    5.99136    2.31333    5.99716
   2.48131    5.97030    2.46164    5.97392    2.43214    5.97936    2.40263    5.98480    2.37313    5.99023    2.34363    5.99567    2.31412    6.00110
   2.48243    5.97635    2.46271    5.97973    2.43314    5.98480    2.40357    5.98986    2.37400    5.99493    2.34444    5.99999    2.31487    6.00506
   2.48347    5.98242    2.46371    5.98555    2.43408    5.99025    2.40445    5.99494    2.37482    5.99963    2.34519    6.00432    2.31556    6.00902
   2.48443    5.98851    2.46464    5.99139    2.43495    5.99571    2.40526    6.00003    2.37558    6.00435    2.34589    6.00867    2.31620    6.01299
   2.48532    5.99460    2.46549    5.99723    2.43575    6.00118    2.40601    6.00512    2.37627    6.00907    2.34653    6.01302    2.31680    6.01696
   2.48613    6.00070    2.46627    6.00308    2.43648    6.00666    2.40670    6.01023    2.37691    6.01380    2.34712    6.01738    2.31734    6.02095
   2.48686    6.00682    2.46698    6.00895    2.43715    6.01215    2.40732    6.01534    2.37749    6.01854    2.34766    6.02174    2.31783    6.02494
   2.48752    6.01294    2.46761    6.01482    2.43774    6.01764    2.40787    6.02047    2.37801    6.02329    2.34814    6.02611    2.31827    6.02894
   2.48810    6.01907    2.46817    6.02070    2.43827    6.02315    2.40837    6.02560    2.37847    6.02804    2.34857    6.03049    2.31867    6.03294
   2.48860    6.02521    2.46865    6.02659    2.43872    6.02866    2.40879    6.03073    2.37887    6.03280    2.34894    6.03487    2.31901    6.03695
   2.48903    6.03135    2.46906    6.03248    2.43911    6.03417    2.40916    6.03587    2.37921    6.03756    2.34925    6.03926    2.31930    6.04096
   2.48938    6.03750    2.46940    6.03837    2.43943    6.03969    2.40946    6.04101    2.37948    6.04233    2.34951    6.04365    2.31954    6.04497
   2.48965    6.04365    2.46966    6.04428    2.43967    6.04522    2.40969    6.04616    2.37970    6.04710    2.34972    6.04804    2.31973    6.04899
   2.48984    6.04980    2.46985    6.05018    2.43985    6.05074    2.40986    6.05131    2.37986    6.05187    2.34987    6.05244    2.31987    6.05301
   2.48996    6.05596    2.46996    6.05608    2.43996    6.05627    2.40996    6.05646    2.37996    6.05665    2.34996    6.05684    2.31996    6.05703
   2.49000    6.06211    2.47000    6.06199    2.44000    6.06180    2.41000    6.06161    2.38000    6.06142    2.35000    6.06124    2.32000    6.06105
   2.48996    6.06827    2.46997    6.06790    2.43997    6.06733    2.40998    6.06676    2.37998    6.06620    2.34999    6.06563    2.31999    6.06507
   2.48985    6.07443    2.46986    6.07380    2.43987    6.07286    2.40989    6.07192    2.37990    6.07097    2.34992    6.07003    2.31993    6.06909
   2.48965    6.08058    2.46967    6.07970    2.43970    6.07838    2.40973    6.07707    2.37976    6.07575    2.34979    6.07443    2.31982    6.07311
   2.48938    6.08673    2.46942    6.08560    2.43946    6.08391    2.40951    6.08221    2.37956    6.08052    2.34961    6.07882    2.31966    6.07713
   2.48904    6.09288    2.46908    6.09150    2.43916    6.08943    2.40923    6.08736    2.37930    6.08529    2.34937    6.08321    2.31944    6.08114
   2.48861    6.09903    2.46868    6.09739    2.43878    6.09495    2.40888    6.09250    2.37898    6.09005    2.34908    6.08760    2.31918    6.08515
   2.48811    6.10516    2.46820    6.10328    2.43833    6.10046    2.40847    6.09763    2.37860    6.09481    2.34873    6.09199    2.31887    6.08916
   2.48753    6.11129    2.46765    6.10916    2.43782    6.10596    2.40799    6.10276    2.37816    6.09957    2.34833    6.09637    2.31850    6.09317
   2.48688    6.11742    2.46702    6.11503    2.43723    6.11146    2.40745    6.10789    2.37766    6.10431    2.34787    6.10074    2.31809    6.09717
   2.48614    6.12353    2.46632    6.12090    2.43658    6.11695    2.40684    6.11300    2.37710    6.10906    2.34736    6.10511    2.31762    6.10116
   2.48533    6.12963    2.46554    6.12675    2.43586    6.12243    2.40617    6.11811    2.37648    6.11379    2.34679    6.10947    2.31711    6.10515
   2.48445    6.13573    2.46470    6.13260    2.43506    6.12790    2.40543    6.12321    2.37580    6.11852    2.34617    6.11383    2.31654    6.10913
   2.48349    6.14181    2.46377    6.13843    2.43420    6.13337    2.40463    6.12830    2.37507    6.12324    2.34550    6.11817    2.31593    6.11311
   2.48245    6.14788    2.46278    6.14425    2.43328    6.13882    2.40377    6.13338    2.37427    6.12794    2.34477    6.12251    2.31526    6.11707
   2.48133    6.15393    2.46171    6.15006    2.43228    6.14426    2.40285    6.13845    2.37341    6.13264    2.34398    6.12684    2.31455    6.12103
   2.48014    6.15997    2.46057    6.15586    2.43121    6.14968    2.40186    6.14351    2.37250    6.13733    2.34314    6.13115    2.31378    6.12498
   2.47887    6.16600    2.45936    6.16164    2.43008    6.15509    2.40080    6.14855    2.37152    6.14200    2.34225    6.13546    2.31297    6.12892
   2.47753    6.17201    2.45807    6.16740    2.42888    6.16049    2.39968    6.15358    2.37049    6.14667    2.34130    6.13975    2.31211    6.13284
   2.47611    6.17800    2.45671    6.17315    2.42761    6.16587    2.39850    6.15859    2.36940    6.15132    2.34030    6.14404    2.31119    6.13676
   2.47462    6.18398    2.45528    6.17888    2.42627    6.17124    2.39726    6.16359    2.36825    6.15595    2.33924    6.14831    2.31023    6.14066
   2.47305    6.18993    2.45378    6.18459    2.42487    6.17658    2.39596    6.16858    2.36704    6.16057    2.33813    6.15256    2.30922    6.14456
   2.47141    6.19586    2.45221    6.19028    2.42340    6.18191    2.39459    6.17354    2.36578    6.16517    2.33697    6.15681    2.30816    6.14844
   2.46969    6.20178    2.45056    6.19596    2.42186    6.18723    2.39316    6.17849    2.36446    6.16976    2.33575    6.16103    2.30705    6.15230
   2.46790    6.20767    2.44884    6.20161    2.42025    6.19252    2.39166    6.18343    2.36307    6.17433    2.33449    6.16524    2.30590    6.15615
   2.46604    6.21354    2.44706    6.20724    2.41858    6.19779    2.39011    6.18834    2.36164    6.17889    2.33316    6.16944    2.30469    6.15999
   2.46410    6.21938    2.44520    6.21284    2.41685    6.20304    2.38849    6.19323    2.36014    6.18342    2.33179    6.17362    2.30344    6.16381
   2.46209    6.22520    2.44327    6.21843    2.41504    6.20826    2.38682    6.19810    2.35859    6.18794    2.33036    6.17778    2.30214    6.16761
   2.46000    6.23099    2.44127    6.22398    2.41317    6.21347    2.38508    6.20295    2.35698    6.19244    2.32888    6.18192    2.30079    6.17140
   2.45784    6.23676    2.43920    6.22952    2.41124    6.21865    2.38328    6.20778    2.35532    6.19691    2.32735    6.18604    2.29939    6.17517
   2.45561    6.24250    2.43706    6.23502    2.40924    6.22380    2.38142    6.21258    2.35359    6.20136    2.32577    6.19015    2.29795    6.17893
   2.45331    6.24821    2.43486    6.24050    2.40718    6.22893    2.37950    6.21736    2.35182    6.20580    2.32414    6.19423    2.29646    6.18266
   2.45094    6.25389    2.43258    6.24595    2.40505    6.23404    2.37752    6.22212    2.34999    6.21021    2.32245    6.19829    2.29492    6.18638
   2.44849    6.25954    2.43024    6.25137    2.40286    6.23911    2.37548    6.22685    2.34810    6.21459    2.32072    6.20233    2.29334    6.19007
   2.44598    6.26516    2.42783    6.25676    2.40060    6.24416    2.37338    6.23156    2.34615    6.21896    2.31893    6.20635    2.29171    6.19375
   2.44339    6.27075    2.42535    6.26212    2.39829    6.24918    2.37122    6.23624    2.34416    6.22329    2.31709    6.21035    2.29003    6.19741
   2.44074    6.27631    2.42280    6.26745    2.39590    6.25417    2.36900    6.24089    2.34211    6.22760    2.31521    6.21432    2.28831    6.20104
   2.43801    6.28183    2.42019    6.27275    2.39346    6.25913    2.36673    6.24551    2.34000    6.23189    2.31327    6.21827    2.28654    6.20465
   2.43522    6.28732    2.41751    6.27801    2.39095    6.26406    2.36440    6.25010    2.33784    6.23615    2.31128    6.22220    2.28473    6.20824
   2.43235    6.29277    2.41477    6.28324    2.38839    6.26896    2.36201    6.25467    2.33563    6.24038    2.30925    6.22609    2.28287    6.21181
   2.42942    6.29818    2.41196    6.28844    2.38576    6.27382    2.35956    6.25920    2.33336    6.24458    2.30716    6.22997    2.28097    6.21535
   2.42642    6.30356    2.40908    6.29360    2.38307    6.27865    2.35706    6.26370    2.33104    6.24876    2.30503    6.23381    2.27902    6.21887
   2.42335    6.30890    2.40614    6.29872    2.38032    6.28345    2.35449    6.26818    2.32867    6.25290    2.30285    6.23763    2.27703    6.22236
   2.42022    6.31420    2.40314    6.30380    2.37751    6.28821    2.35188    6.27261    2.32625    6.25702    2.30062    6.24142    2.27499    6.22583
   2.41702    6.31946    2.40007    6.30885    2.37464    6.29293    2.34921    6.27702    2.32378    6.26110    2.29835    6.24519    2.27292    6.22927
   2.41375    6.32468    2.39694    6.31386    2.37171    6.29762    2.34648    6.28139    2.32125    6.26516    2.29602    6.24892    2.27079    6.23269
   2.41042    6.32986    2.39374    6.31883    2.36872    6.30228    2.34370    6.28573    2.31867    6.26918    2.29365    6.25263    2.26863    6.23608
   2.40703    6.33499    2.39049    6.32375    2.36567    6.30689    2.34086    6.29003    2.31605    6.27317    2.29124    6.25630    2.26642    6.23944
   2.40357    6.34009    2.38717    6.32864    2.36257    6.31147    2.33797    6.29429    2.31337    6.27712    2.28877    6.25995    2.26417    6.24277
   2.40004    6.34514    2.38379    6.33348    2.35941    6.31600    2.33503    6.29852    2.31065    6.28104    2.28627    6.26356    2.26188    6.24608
   2.39646    6.35014    2.38035    6.33828    2.35619    6.32050    2.33203    6.30271    2.30787    6.28493    2.28371    6.26714    2.25955    6.24936
   2.39281    6.35510    2.37685    6.34304    2.35292    6.32495    2.32898    6.30687    2.30505    6.28878    2.28111    6.27069    2.25718    6.25260
   2.38909    6.36001    2.37329    6.34776    2.34959    6.32937    2.32588    6.31098    2.30218    6.29259    2.27847    6.27421    2.25477    6.25582
   2.38532    6.36488    2.36967    6.35242    2.34620    6.33374    2.32273    6.31506    2.29926    6.29637    2.27579    6.27769    2.25231    6.25901
   2.38149    6.36970    2.36600    6.35705    2.34276    6.33807    2.31953    6.31909    2.29629    6.30012    2.27306    6.28114    2.24982    6.26216
   2.37759    6.37447    2.36226    6.36162    2.33927    6.34235    2.31627    6.32309    2.29328    6.30382    2.27028    6.28455    2.24729    6.26528
   2.37364    6.37919    2.35847    6.36615    2.33572    6.34660    2.31297    6.32704    2.29022    6.30749    2.26747    6.28793    2.24472    6.26838
   2.36962    6.38386    2.35462    6.37063    2.33212    6.35079    2.30962    6.33095    2.28711    6.31111    2.26461    6.29127    2.24211    6.27143
   2.36555    6.38848    2.35072    6.37506    2.32847    6.35494    2.30621    6.33482    2.28396    6.31470    2.26171    6.29458    2.23946    6.27446
   2.36142    6.39304    2.34676    6.37945    2.32476    6.35905    2.30276    6.33865    2.28077    6.31825    2.25877    6.29785    2.23677    6.27745
   2.35724    6.39756    2.34274    6.38378    2.32101    6.36310    2.29927    6.34243    2.27753    6.32176    2.25579    6.30108    2.23405    6.28041
   2.35300    6.40202    2.33868    6.38806    2.31720    6.36711    2.29572    6.34617    2.27424    6.32522    2.25276    6.30428    2.23129    6.28333
   2.34870    6.40643    2.33455    6.39229    2.31334    6.37108    2.29213    6.34986    2.27092    6.32865    2.24970    6.30744    2.22849    6.28622
   2.34434    6.41079    2.33038    6.39647    2.30944    6.37499    2.28849    6.35351    2.26755    6.33203    2.24660    6.31056    2.22566    6.28908
   2.33994    6.41509    2.32615    6.40059    2.30548    6.37885    2.28481    6.35711    2.26413    6.33537    2.24346    6.31363    2.22279    6.29189
   2.33547    6.41933    2.32187    6.40466    2.30148    6.38267    2.28108    6.36067    2.26068    6.33867    2.24028    6.31667    2.21988    6.29468
   2.33096    6.42352    2.31755    6.40868    2.29743    6.38643    2.27730    6.36418    2.25718    6.34193    2.23706    6.31967    2.21694    6.29742
   2.32639    6.42765    2.31317    6.41265    2.29333    6.39014    2.27349    6.36764    2.25365    6.34514    2.23381    6.32263    2.21397    6.30013
   2.32177    6.43172    2.30874    6.41655    2.28918    6.39380    2.26963    6.37105    2.25007    6.34830    2.23052    6.32555    2.21096    6.30280
   2.31711    6.43573    2.30426    6.42040    2.28499    6.39741    2.26573    6.37441    2.24646    6.35142    2.22719    6.32843    2.20792    6.30543
   2.31239    6.43969    2.29973    6.42420    2.28076    6.40096    2.26178    6.37773    2.24280    6.35449    2.22383    6.33126    2.20485    6.30802
   2.30762    6.44359    2.29516    6.42794    2.27648    6.40447    2.25779    6.38099    2.23911    6.35752    2.22043    6.33405    2.20174    6.31058
   2.30280    6.44742    2.29054    6.43162    2.27216    6.40791    2.25377    6.38421    2.23538    6.36050    2.21699    6.33680    2.19861    6.31309
   2.29794    6.45120    2.28588    6.43524    2.26779    6.41131    2.24970    6.38737    2.23161    6.36344    2.21353    6.33950    2.19544    6.31557
   2.29302    6.45491    2.28117    6.43880    2.26338    6.41464    2.24560    6.39048    2.22781    6.36632    2.21002    6.34217    2.19224    6.31801
   2.28807    6.45856    2.27641    6.44231    2.25893    6.41792    2.24145    6.39354    2.22397    6.36916    2.20649    6.34478    2.18901    6.32040
   2.28306    6.46215    2.27161    6.44575    2.25444    6.42115    2.23727    6.39655    2.22009    6.37195    2.20292    6.34735    2.18575    6.32276
   2.27801    6.46567    2.26677    6.44913    2.24991    6.42432    2.23305    6.39951    2.21618    6.37469    2.19932    6.34988    2.18246    6.32507
   2.27292    6.46913    2.26189    6.45245    2.24534    6.42743    2.22879    6.40241    2.21224    6.37739    2.19569    6.35236    2.17914    6.32734
   2.26779    6.47253    2.25696    6.45571    2.24073    6.43049    2.22450    6.40526    2.20826    6.38003    2.19203    6.35480    2.17580    6.32957
   2.26261    6.47587    2.25200    6.45891    2.23608    6.43348    2.22017    6.40805    2.20425    6.38262    2.18834    6.35719    2.17242    6.33176
   2.25739    6.47913    2.24699    6.46205    2.23140    6.43642    2.21580    6.41079    2.20021    6.38516    2.18461    6.35953    2.16902    6.33391
   2.25213    6.48233    2.24195    6.46512    2.22668    6.43930    2.21141    6.41347    2.19613    6.38765    2.18086    6.36183    2.16559    6.33601
   2.24683    6.48547    2.23687    6.46813    2.22192    6.44212    2.20697    6.41610    2.19203    6.39009    2.17708    6.36408    2.16214    6.33807
   2.24149    6.48854    2.23175    6.47107    2.21713    6.44487    2.20251    6.41868    2.18789    6.39248    2.17328    6.36628    2.15866    6.34008
   2.23611    6.49154    2.22659    6.47395    2.21230    6.44757    2.19802    6.42119    2.18373    6.39481    2.16944    6.36843    2.15515    6.34205
   2.23070    6.49447    2.22140    6.47677    2.20744    6.45021    2.19349    6.42365    2.17953    6.39710    2.16558    6.37054    2.15162    6.34398
   2.22525    6.49734    2.21617    6.47952    2.20255    6.45279    2.18893    6.42606    2.17531    6.39933    2.16169    6.37260    2.14807    6.34586
   2.21976    6.50013    2.21091    6.48220    2.19763    6.45530    2.18434    6.42840    2.17106    6.40150    2.15778    6.37460    2.14450    6.34770
   2.21424    6.50286    2.20561    6.48482    2.19267    6.45775    2.17973    6.43069    2.16678    6.40362    2.15384    6.37656    2.14090    6.34950
   2.20869    6.50552    2.20029    6.48737    2.18768    6.46014    2.17508    6.43292    2.16248    6.40569    2.14988    6.37847    2.13727    6.35124
   2.20310    6.50810    2.19493    6.48985    2.18267    6.46247    2.17041    6.43509    2.15815    6.40771    2.14589    6.38033    2.13363    6.35295
   2.19748    6.51062    2.18954    6.49227    2.17762    6.46473    2.16571    6.43720    2.15380    6.40967    2.14188    6.38214    2.12997    6.35460
   2.19183    6.51307    2.18412    6.49461    2.17255    6.46693    2.16098    6.43925    2.14942    6.41157    2.13785    6.38389    2.12628    6.35621
   2.18615    6.51544    2.17867    6.49689    2.16745    6.46907    2.15623    6.44125    2.14501    6.41342    2.13380    6.38560    2.12258    6.35778
   2.18044    6.51775    2.17319    6.49910    2.16233    6.47114    2.15146    6.44318    2.14059    6.41522    2.12972    6.38726    2.11885    6.35929
   2.17470    6.51998    2.16769    6.50125    2.15717    6.47315    2.14666    6.44505    2.13614    6.41696    2.12563    6.38886    2.11511    6.36076
   2.16893    6.52214    2.16216    6.50332    2.15200    6.47509    2.14184    6.44687    2.13167    6.41864    2.12151    6.39041    2.11135    6.36219
   2.16314    6.52422    2.15660    6.50532    2.14680    6.47697    2.13699    6.44862    2.12718    6.42027    2.11738    6.39191    2.10757    6.36356
   2.15732    6.52624    2.15102    6.50725    2.14157    6.47878    2.13212    6.45031    2.12267    6.42184    2.11322    6.39336    2.10377    6.36489
   2.15148    6.52818    2.14542    6.50912    2.13633    6.48053    2.12724    6.45194    2.11814    6.42335    2.10905    6.39476    2.09996    6.36617
   2.14561    6.53004    2.13979    6.51091    2.13106    6.48221    2.12233    6.45351    2.11360    6.42480    2.10487    6.39610    2.09613    6.36740
   2.13972    6.53184    2.13414    6.51263    2.12577    6.48382    2.11740    6.45501    2.10903    6.42620    2.10066    6.39739    2.09229    6.36859
   2.13381    6.53355    2.12847    6.51428    2.12046    6.48537    2.11245    6.45646    2.10445    6.42754    2.09644    6.39863    2.08843    6.36972
   2.12787    6.53520    2.12278    6.51586    2.11513    6.48685    2.10749    6.45784    2.09985    6.42883    2.09221    6.39982    2.08456    6.37081
   2.12192    6.53677    2.11707    6.51737    2.10979    6.48826    2.10251    6.45916    2.09523    6.43005    2.08796    6.40095    2.08068    6.37185
   2.11595    6.53826    2.11134    6.51880    2.10443    6.48961    2.09751    6.46041    2.09060    6.43122    2.08369    6.40203    2.07678    6.37284
   2.10995    6.53968    2.10559    6.52016    2.09905    6.49089    2.09250    6.46161    2.08596    6.43233    2.07941    6.40305    2.07287    6.37378
   2.10394    6.54103    2.09983    6.52145    2.09365    6.49210    2.08748    6.46274    2.08130    6.43338    2.07512    6.40402    2.06895    6.37467
   2.09792    6.54229    2.09405    6.52267    2.08824    6.49324    2.08244    6.46381    2.07663    6.43437    2.07082    6.40494    2.06502    6.37551
   2.09188    6.54349    2.08825    6.52382    2.08282    6.49431    2.07738    6.46481    2.07195    6.43531    2.06651    6.40580    2.06107    6.37630
   2.08582    6.54460    2.08245    6.52489    2.07738    6.49532    2.07232    6.46575    2.06725    6.43618    2.06219    6.40661    2.05712    6.37704
   2.07975    6.54564    2.07663    6.52589    2.07193    6.49626    2.06724    6.46663    2.06255    6.43700    2.05785    6.40737    2.05316    6.37774
   2.07367    6.54661    2.07079    6.52682    2.06647    6.49713    2.06215    6.46744    2.05783    6.43775    2.05351    6.40807    2.04919    6.37838
   2.06758    6.54750    2.06495    6.52767    2.06100    6.49793    2.05705    6.46819    2.05311    6.43845    2.04916    6.40871    2.04521    6.37897
   2.06148    6.54831    2.05909    6.52845    2.05552    6.49866    2.05195    6.46888    2.04837    6.43909    2.04480    6.40930    2.04123    6.37952
   2.05536    6.54904    2.05323    6.52915    2.05003    6.49933    2.04683    6.46950    2.04363    6.43967    2.04044    6.40984    2.03724    6.38001
   2.04924    6.54970    2.04736    6.52979    2.04453    6.49992    2.04171    6.47005    2.03889    6.44019    2.03606    6.41032    2.03324    6.38045
   2.04311    6.55028    2.04148    6.53034    2.03903    6.50044    2.03658    6.47054    2.03413    6.44064    2.03169    6.41074    2.02924    6.38084
   2.03697    6.55078    2.03559    6.53083    2.03352    6.50090    2.03145    6.47097    2.02938    6.44104    2.02730    6.41112    2.02523    6.38119
   2.03083    6.55121    2.02970    6.53124    2.02800    6.50129    2.02631    6.47134    2.02461    6.44138    2.02292    6.41143    2.02122    6.38148
   2.02468    6.55156    2.02380    6.53158    2.02248    6.50160    2.02117    6.47163    2.01985    6.44166    2.01853    6.41169    2.01721    6.38172
