  x d=-0.01  y d=-0.01  x d=-0.03  y d=-0.03  x d=-0.06  y d=-0.06  x d=-0.09  y d=-0.09  x d=-0.12  y d=-0.12  x d=-0.15  y d=-0.15  x d=-0.18  y d=-0.18
   2.01853    6.55183    2.01790    6.53184    2.01696    6.50185    2.01602    6.47187    2.01508    6.44188    2.01413    6.41190    2.01319    6.38191
   2.01238    6.55202    2.01200    6.53203    2.01143    6.50203    2.01087    6.47204    2.01030    6.44204    2.00974    6.41205    2.00917    6.38205
   2.00622    6.55214    2.00609    6.53214    2.00591    6.50214    2.00572    6.47214    2.00553    6.44214    2.00534    6.41214    2.00515    6.38214
   2.00006    6.55218    2.00019    6.53218    2.00038    6.50218    2.00057    6.47218    2.00075    6.44218    2.00094    6.41218    2.00113    6.38218
   1.99391    6.55214    1.99428    6.53214    1.99485    6.50215    1.99541    6.47215    1.99598    6.44216    1.99654    6.41216    1.99711    6.38217
   1.98775    6.55202    1.98838    6.53203    1.98932    6.50205    1.99026    6.47206    1.99120    6.44208    1.99215    6.41209    1.99309    6.38211
   1.98159    6.55183    1.98247    6.53185    1.98379    6.50188    1.98511    6.47191    1.98643    6.44194    1.98775    6.41197    1.98907    6.38200
   1.97544    6.55156    1.97657    6.53159    1.97827    6.50164    1.97996    6.47169    1.98166    6.44174    1.98336    6.41179    1.98505    6.38183
   1.96930    6.55122    1.97068    6.53126    1.97275    6.50133    1.97482    6.47141    1.97689    6.44148    1.97896    6.41155    1.98104    6.38162
   1.96315    6.55079    1.96478    6.53086    1.96723    6.50096    1.96968    6.47106    1.97213    6.44116    1.97458    6.41126    1.97702    6.38136
   1.95702    6.55029    1.95890    6.53038    1.96172    6.50051    1.96454    6.47064    1.96737    6.44078    1.97019    6.41091    1.97301    6.38104
   1.95089    6.54971    1.95302    6.52982    1.95622    6.50000    1.95941    6.47017    1.96261    6.44034    1.96581    6.41051    1.96901    6.38068
   1.94476    6.54905    1.94714    6.52920    1.95072    6.49941    1.95429    6.46962    1.95786    6.43984    1.96144    6.41005    1.96501    6.38026
   1.93865    6.54832    1.94128    6.52850    1.94523    6.49876    1.94917    6.46902    1.95312    6.43928    1.95707    6.40954    1.96101    6.37980
   1.93254    6.54751    1.93543    6.52772    1.93975    6.49803    1.94407    6.46835    1.94839    6.43866    1.95271    6.40897    1.95703    6.37928
   1.92645    6.54663    1.92958    6.52687    1.93427    6.49724    1.93897    6.46761    1.94366    6.43798    1.94835    6.40835    1.95305    6.37872
   1.92037    6.54566    1.92375    6.52595    1.92881    6.49638    1.93388    6.46681    1.93894    6.43724    1.94401    6.40767    1.94907    6.37810
   1.91430    6.54463    1.91792    6.52496    1.92336    6.49545    1.92880    6.46595    1.93423    6.43645    1.93967    6.40694    1.94511    6.37744
   1.90824    6.54351    1.91212    6.52389    1.91792    6.49446    1.92373    6.46502    1.92954    6.43559    1.93534    6.40616    1.94115    6.37673
   1.90220    6.54232    1.90632    6.52275    1.91250    6.49339    1.91867    6.46403    1.92485    6.43468    1.93102    6.40532    1.93720    6.37596
   1.89618    6.54105    1.90054    6.52153    1.90709    6.49226    1.91363    6.46298    1.92017    6.43370    1.92672    6.40442    1.93326    6.37515
   1.89017    6.53971    1.89478    6.52025    1.90169    6.49106    1.90860    6.46186    1.91551    6.43267    1.92242    6.40348    1.92933    6.37428
   1.88418    6.53829    1.88903    6.51889    1.89631    6.48979    1.90358    6.46068    1.91086    6.43158    1.91814    6.40247    1.92542    6.37337
   1.87820    6.53680    1.88330    6.51746    1.89094    6.48845    1.89858    6.45944    1.90623    6.43043    1.91387    6.40142    1.92151    6.37241
   1.87225    6.53523    1.87759    6.51596    1.88559    6.48705    1.89360    6.45813    1.90161    6.42922    1.90961    6.40031    1.91762    6.37140
   1.86631    6.53359    1.87189    6.51438    1.88026    6.48557    1.88863    6.45677    1.89700    6.42796    1.90537    6.39915    1.91374    6.37034
   1.86040    6.53187    1.86622    6.51274    1.87495    6.48404    1.88368    6.45533    1.89241    6.42663    1.90115    6.39793    1.90988    6.36923
   1.85451    6.53008    1.86057    6.51102    1.86966    6.48243    1.87875    6.45384    1.88784    6.42525    1.89693    6.39666    1.90603    6.36807
   1.84864    6.52822    1.85494    6.50923    1.86439    6.48076    1.87384    6.45229    1.88329    6.42381    1.89274    6.39534    1.90219    6.36687
   1.84280    6.52628    1.84933    6.50738    1.85914    6.47902    1.86895    6.45067    1.87875    6.42232    1.88856    6.39397    1.89837    6.36562
   1.83698    6.52426    1.84375    6.50545    1.85391    6.47722    1.86408    6.44899    1.87424    6.42077    1.88440    6.39254    1.89456    6.36431
   1.83118    6.52218    1.83819    6.50345    1.84871    6.47535    1.85923    6.44726    1.86974    6.41916    1.88026    6.39106    1.89077    6.36297
   1.82542    6.52002    1.83266    6.50138    1.84353    6.47342    1.85440    6.44546    1.86527    6.41749    1.87614    6.38953    1.88700    6.36157
   1.81968    6.51779    1.82716    6.49924    1.83838    6.47142    1.84959    6.44360    1.86081    6.41577    1.87203    6.38795    1.88325    6.36013
   1.81397    6.51549    1.82168    6.49704    1.83325    6.46936    1.84481    6.44168    1.85638    6.41400    1.86795    6.38632    1.87952    6.35864
   1.80828    6.51312    1.81623    6.49476    1.82814    6.46723    1.84006    6.43970    1.85197    6.41216    1.86389    6.38463    1.87580    6.35710
   1.80263    6.51067    1.81081    6.49242    1.82307    6.46504    1.83533    6.43766    1.84758    6.41028    1.85984    6.38289    1.87210    6.35551
   1.79701    6.50816    1.80541    6.49001    1.81802    6.46278    1.83062    6.43556    1.84322    6.40833    1.85583    6.38111    1.86843    6.35388
   1.79142    6.50557    1.80005    6.48753    1.81300    6.46046    1.82594    6.43340    1.83889    6.40634    1.85183    6.37927    1.86477    6.35221
   1.78587    6.50291    1.79472    6.48498    1.80801    6.45808    1.82129    6.43118    1.83457    6.40428    1.84786    6.37738    1.86114    6.35049
   1.78035    6.50019    1.78943    6.48237    1.80305    6.45564    1.81667    6.42891    1.83029    6.40218    1.84391    6.37545    1.85753    6.34872
   1.77486    6.49739    1.78416    6.47969    1.79812    6.45313    1.81207    6.42658    1.82603    6.40002    1.83998    6.37346    1.85394    6.34690
   1.76941    6.49453    1.77894    6.47694    1.79322    6.45056    1.80751    6.42418    1.82180    6.39781    1.83608    6.37143    1.85037    6.34505
   1.76400    6.49160    1.77374    6.47413    1.78836    6.44794    1.80298    6.42174    1.81759    6.39554    1.83221    6.36934    1.84683    6.34314
   1.75862    6.48860    1.76858    6.47126    1.78353    6.44525    1.79847    6.41923    1.81342    6.39322    1.82836    6.36721    1.84331    6.34120
   1.75328    6.48553    1.76346    6.46832    1.77873    6.44250    1.79400    6.41667    1.80927    6.39085    1.82454    6.36503    1.83982    6.33921
   1.74798    6.48240    1.75837    6.46531    1.77397    6.43968    1.78956    6.41406    1.80516    6.38843    1.82075    6.36280    1.83635    6.33717
   1.74272    6.47920    1.75333    6.46224    1.76924    6.43681    1.78516    6.41138    1.80107    6.38595    1.81699    6.36052    1.83290    6.33509
   1.73750    6.47593    1.74832    6.45911    1.76455    6.43389    1.78079    6.40866    1.79702    6.38343    1.81325    6.35820    1.82949    6.33297
   1.73232    6.47260    1.74335    6.45592    1.75990    6.43090    1.77645    6.40587    1.79300    6.38085    1.80955    6.35583    1.82610    6.33081
   1.72718    6.46920    1.73842    6.45266    1.75529    6.42785    1.77215    6.40304    1.78901    6.37823    1.80587    6.35341    1.82274    6.32860
   1.72209    6.46574    1.73354    6.44935    1.75071    6.42475    1.76788    6.40015    1.78506    6.37555    1.80223    6.35095    1.81940    6.32635
   1.71704    6.46222    1.72869    6.44597    1.74618    6.42159    1.76366    6.39720    1.78114    6.37282    1.79862    6.34844    1.81610    6.32406
   1.71204    6.45863    1.72389    6.44253    1.74168    6.41837    1.75946    6.39421    1.77725    6.37005    1.79504    6.34589    1.81282    6.32173
   1.70708    6.45498    1.71914    6.43903    1.73722    6.41509    1.75531    6.39116    1.77340    6.36723    1.79149    6.34329    1.80957    6.31936
   1.70216    6.45127    1.71442    6.43547    1.73281    6.41176    1.75120    6.38806    1.76958    6.36435    1.78797    6.34065    1.80636    6.31695
   1.69730    6.44750    1.70975    6.43185    1.72844    6.40838    1.74712    6.38491    1.76580    6.36144    1.78449    6.33796    1.80317    6.31449
   1.69248    6.44366    1.70513    6.42817    1.72411    6.40494    1.74309    6.38170    1.76206    6.35847    1.78104    6.33523    1.80002    6.31200
   1.68771    6.43977    1.70056    6.42444    1.71982    6.40144    1.73909    6.37845    1.75836    6.35546    1.77763    6.33246    1.79689    6.30947
   1.68299    6.43582    1.69603    6.42065    1.71558    6.39790    1.73514    6.37515    1.75469    6.35240    1.77425    6.32964    1.79380    6.30689
   1.67832    6.43180    1.69155    6.41680    1.71139    6.39430    1.73123    6.37179    1.75106    6.34929    1.77090    6.32679    1.79074    6.30428
   1.67370    6.42773    1.68711    6.41290    1.70724    6.39064    1.72736    6.36839    1.74748    6.34614    1.76760    6.32389    1.78772    6.30163
   1.66913    6.42360    1.68273    6.40894    1.70313    6.38694    1.72353    6.36494    1.74393    6.34294    1.76433    6.32095    1.78473    6.29895
   1.66462    6.41942    1.67840    6.40492    1.69907    6.38318    1.71975    6.36144    1.74042    6.33970    1.76109    6.31796    1.78177    6.29622
   1.66016    6.41517    1.67412    6.40085    1.69506    6.37938    1.71601    6.35790    1.73695    6.33642    1.75790    6.31494    1.77884    6.29346
   1.65575    6.41087    1.66989    6.39673    1.69110    6.37552    1.71231    6.35431    1.73353    6.33309    1.75474    6.31188    1.77595    6.29067
   1.65139    6.40652    1.66571    6.39256    1.68719    6.37161    1.70867    6.35067    1.73014    6.32972    1.75162    6.30878    1.77310    6.28783
   1.64709    6.40211    1.66159    6.38833    1.68332    6.36766    1.70506    6.34698    1.72680    6.32631    1.74854    6.30564    1.77028    6.28496
   1.64285    6.39765    1.65751    6.38405    1.67951    6.36365    1.70151    6.34326    1.72351    6.32286    1.74550    6.30246    1.76750    6.28206
   1.63866    6.39314    1.65350    6.37972    1.67575    6.35960    1.69800    6.33948    1.72025    6.31936    1.74250    6.29924    1.76476    6.27912
   1.63453    6.38857    1.64953    6.37534    1.67204    6.35551    1.69454    6.33567    1.71704    6.31583    1.73955    6.29599    1.76205    6.27615
   1.63046    6.38395    1.64563    6.37092    1.66838    6.35136    1.69113    6.33181    1.71388    6.31225    1.73663    6.29270    1.75938    6.27314
   1.62644    6.37928    1.64177    6.36644    1.66477    6.34717    1.68776    6.32790    1.71076    6.30864    1.73375    6.28937    1.75675    6.27010
   1.62249    6.37456    1.63798    6.36191    1.66121    6.34294    1.68445    6.32396    1.70768    6.30498    1.73092    6.28600    1.75415    6.26703
   1.61859    6.36980    1.63424    6.35734    1.65771    6.33866    1.68118    6.31997    1.70466    6.30129    1.72813    6.28261    1.75160    6.26392
   1.61476    6.36498    1.63056    6.35272    1.65427    6.33433    1.67797    6.31595    1.70167    6.29756    1.72538    6.27917    1.74908    6.26078
   1.61098    6.36011    1.62694    6.34806    1.65087    6.32997    1.67481    6.31188    1.69874    6.29379    1.72267    6.27570    1.74661    6.25762
   1.60727    6.35520    1.62338    6.34334    1.64753    6.32556    1.67169    6.30777    1.69585    6.28999    1.72001    6.27220    1.74417    6.25442
   1.60362    6.35024    1.61987    6.33859    1.64425    6.32111    1.66863    6.30363    1.69301    6.28615    1.71740    6.26867    1.74178    6.25119
   1.60003    6.34524    1.61643    6.33379    1.64103    6.31662    1.66563    6.29945    1.69022    6.28227    1.71482    6.26510    1.73942    6.24793
   1.59650    6.34019    1.61305    6.32895    1.63786    6.31209    1.66267    6.29522    1.68748    6.27836    1.71230    6.26150    1.73711    6.24464
   1.59304    6.33510    1.60972    6.32407    1.63475    6.30752    1.65977    6.29097    1.68479    6.27442    1.70981    6.25787    1.73484    6.24132
   1.58965    6.32996    1.60646    6.31914    1.63169    6.30291    1.65692    6.28667    1.68215    6.27044    1.70738    6.25421    1.73261    6.23797
   1.58631    6.32479    1.60327    6.31418    1.62870    6.29826    1.65413    6.28235    1.67956    6.26643    1.70499    6.25051    1.73042    6.23460
   1.58305    6.31957    1.60013    6.30917    1.62576    6.29358    1.65139    6.27798    1.67702    6.26239    1.70264    6.24679    1.72827    6.23120
   1.57984    6.31431    1.59706    6.30413    1.62288    6.28886    1.64870    6.27358    1.67453    6.25831    1.70035    6.24304    1.72617    6.22777
   1.57671    6.30901    1.59405    6.29904    1.62006    6.28410    1.64607    6.26915    1.67209    6.25421    1.69810    6.23926    1.72411    6.22432
   1.57364    6.30367    1.59111    6.29392    1.61730    6.27931    1.64350    6.26469    1.66970    6.25007    1.69590    6.23545    1.72210    6.22084
   1.57064    6.29829    1.58823    6.28877    1.61461    6.27448    1.64099    6.26019    1.66736    6.24591    1.69374    6.23162    1.72012    6.21733
   1.56771    6.29288    1.58541    6.28358    1.61197    6.26962    1.63853    6.25567    1.66508    6.24171    1.69164    6.22776    1.71820    6.21380
   1.56484    6.28743    1.58266    6.27835    1.60939    6.26473    1.63612    6.25111    1.66285    6.23749    1.68958    6.22387    1.71631    6.21025
   1.56205    6.28194    1.57998    6.27309    1.60688    6.25980    1.63378    6.24652    1.66068    6.23324    1.68758    6.21996    1.71447    6.20667
   1.55932    6.27642    1.57736    6.26779    1.60443    6.25485    1.63149    6.24190    1.65855    6.22896    1.68562    6.21602    1.71268    6.20307
   1.55666    6.27087    1.57481    6.26246    1.60204    6.24986    1.62926    6.23726    1.65648    6.22466    1.68371    6.21205    1.71093    6.19945
   1.55407    6.26528    1.57233    6.25711    1.59971    6.24485    1.62709    6.23259    1.65447    6.22033    1.68185    6.20807    1.70923    6.19581
   1.55156    6.25966    1.56991    6.25172    1.59744    6.23980    1.62498    6.22789    1.65251    6.21597    1.68004    6.20406    1.70758    6.19214
   1.54911    6.25401    1.56756    6.24630    1.59524    6.23473    1.62292    6.22316    1.65060    6.21159    1.67828    6.20003    1.70597    6.18846
   1.54674    6.24833    1.56528    6.24085    1.59311    6.22963    1.62093    6.21841    1.64875    6.20719    1.67658    6.19597    1.70440    6.18475
